,GeoFIPS,county_name,state_name,year,housing_units
144,16049,Idaho County,Idaho,2009,7760
145,18045,Fountain County,Indiana,2009,7936
146,18047,Franklin County,Indiana,2009,9353
147,18049,Fulton County,Indiana,2009,9638
148,18051,Gibson County,Indiana,2009,15159
149,18053,Grant County,Indiana,2009,31731
150,18055,Greene County,Indiana,2009,15873
151,18057,Hamilton County,Indiana,2009,98402
152,18059,Hancock County,Indiana,2009,27283
153,18061,Harrison County,Indiana,2009,15036
154,18063,Hendricks County,Indiana,2009,54162
155,18065,Henry County,Indiana,2009,21473
156,18067,Howard County,Indiana,2009,39397
157,18069,Huntington County,Indiana,2009,16142
158,18071,Jackson County,Indiana,2009,18399
159,18073,Jasper County,Indiana,2009,12934
160,18075,Jay County,Indiana,2009,9392
161,18077,Jefferson County,Indiana,2009,14263
162,18079,Jennings County,Indiana,2009,12759
163,18081,Johnson County,Indiana,2009,54997
164,18083,Knox County,Indiana,2009,17690
165,18085,Kosciusko County,Indiana,2009,35809
166,18087,LaGrange County,Indiana,2009,14355
167,18089,Lake County,Indiana,2009,208921
168,18091,LaPorte County,Indiana,2009,48260
169,18093,Lawrence County,Indiana,2009,21312
170,18095,Madison County,Indiana,2009,59384
171,18097,Marion County,Indiana,2009,417311
172,18099,Marshall County,Indiana,2009,19352
173,18101,Martin County,Indiana,2009,4954
174,18103,Miami County,Indiana,2009,15895
175,18105,Monroe County,Indiana,2009,56916
176,18107,Montgomery County,Indiana,2009,16551
177,18109,Morgan County,Indiana,2009,28657
178,18111,Newton County,Indiana,2009,6076
179,18113,Noble County,Indiana,2009,19716
180,18115,Ohio County,Indiana,2009,2698
181,18117,Orange County,Indiana,2009,8793
182,18119,Owen County,Indiana,2009,10510
183,18121,Parke County,Indiana,2009,7880
184,18123,Perry County,Indiana,2009,8535
185,18125,Pike County,Indiana,2009,6014
186,18127,Porter County,Indiana,2009,65302
187,18129,Posey County,Indiana,2009,11706
188,18131,Pulaski County,Indiana,2009,6281
189,18133,Putnam County,Indiana,2009,14451
190,18135,Randolph County,Indiana,2009,12085
191,18137,Ripley County,Indiana,2009,11797
192,18139,Rush County,Indiana,2009,7723
193,18141,St. Joseph County,Indiana,2009,113762
194,18143,Scott County,Indiana,2009,10842
195,18145,Shelby County,Indiana,2009,18817
196,18147,Spencer County,Indiana,2009,9075
197,18149,Starke County,Indiana,2009,10861
198,18151,Steuben County,Indiana,2009,19246
199,18153,Sullivan County,Indiana,2009,9185
200,18155,Switzerland County,Indiana,2009,5162
201,18157,Tippecanoe County,Indiana,2009,66911
202,18159,Tipton County,Indiana,2009,7191
203,18161,Union County,Indiana,2009,3349
204,18163,Vanderburgh County,Indiana,2009,81405
205,18165,Vermillion County,Indiana,2009,7623
206,18167,Vigo County,Indiana,2009,47364
207,18169,Wabash County,Indiana,2009,14472
208,18171,Warren County,Indiana,2009,3829
209,18173,Warrick County,Indiana,2009,24066
210,18175,Washington County,Indiana,2009,12038
211,18177,Wayne County,Indiana,2009,31119
212,18179,Wells County,Indiana,2009,11674
213,18181,White County,Indiana,2009,12910
214,18183,Whitley County,Indiana,2009,13908
215,19001,Adair County,Iowa,2009,3704
216,19003,Adams County,Iowa,2009,2220
217,16051,Jefferson County,Idaho,2009,7820
218,16053,Jerome County,Idaho,2009,7354
219,16055,Kootenai County,Idaho,2009,58358
220,16057,Latah County,Idaho,2009,15250
221,16059,Lemhi County,Idaho,2009,4465
222,16061,Lewis County,Idaho,2009,1824
223,16063,Lincoln County,Idaho,2009,2046
224,16065,Madison County,Idaho,2009,10981
225,16067,Minidoka County,Idaho,2009,7605
226,16069,Nez Perce County,Idaho,2009,16844
227,16071,Oneida County,Idaho,2009,1847
228,16073,Owyhee County,Idaho,2009,4810
229,16075,Payette County,Idaho,2009,8854
230,16077,Power County,Idaho,2009,3001
231,16079,Shoshone County,Idaho,2009,7221
232,16081,Teton County,Idaho,2009,4352
233,16083,Twin Falls County,Idaho,2009,29529
234,16085,Valley County,Idaho,2009,9820
235,16087,Washington County,Idaho,2009,4355
236,17001,Adams County,Illinois,2009,30383
237,17003,Alexander County,Illinois,2009,4643
238,17005,Bond County,Illinois,2009,7193
239,17007,Boone County,Illinois,2009,18507
240,17009,Brown County,Illinois,2009,2468
241,17011,Bureau County,Illinois,2009,15627
242,17013,Calhoun County,Illinois,2009,2840
243,17015,Carroll County,Illinois,2009,8301
244,17017,Cass County,Illinois,2009,5975
245,17019,Champaign County,Illinois,2009,83655
246,17021,Christian County,Illinois,2009,15418
247,17023,Clark County,Illinois,2009,8082
248,17025,Clay County,Illinois,2009,6599
249,17027,Clinton County,Illinois,2009,15038
250,17029,Coles County,Illinois,2009,23435
251,17031,Cook County,Illinois,2009,2170750
252,17033,Crawford County,Illinois,2009,9002
253,17035,Cumberland County,Illinois,2009,5074
254,17037,DeKalb County,Illinois,2009,38255
255,17039,De Witt County,Illinois,2009,7546
256,17041,Douglas County,Illinois,2009,8345
257,17043,DuPage County,Illinois,2009,357449
258,17045,Edgar County,Illinois,2009,8848
259,17047,Edwards County,Illinois,2009,3317
260,17049,Effingham County,Illinois,2009,14607
261,17051,Fayette County,Illinois,2009,9352
262,17053,Ford County,Illinois,2009,6234
263,17055,Franklin County,Illinois,2009,18492
264,17057,Fulton County,Illinois,2009,16497
265,17059,Gallatin County,Illinois,2009,3192
266,17061,Greene County,Illinois,2009,6540
267,17063,Grundy County,Illinois,2009,18179
268,17065,Hamilton County,Illinois,2009,4095
269,17067,Hancock County,Illinois,2009,9235
270,17069,Hardin County,Illinois,2009,2594
271,17071,Henderson County,Illinois,2009,4268
272,17073,Henry County,Illinois,2009,21739
273,17075,Iroquois County,Illinois,2009,13621
274,17077,Jackson County,Illinois,2009,28440
275,17079,Jasper County,Illinois,2009,4466
276,17081,Jefferson County,Illinois,2009,17622
277,17083,Jersey County,Illinois,2009,9761
278,17085,Jo Daviess County,Illinois,2009,13127
279,17087,Johnson County,Illinois,2009,5312
280,17089,Kane County,Illinois,2009,170445
281,17091,Kankakee County,Illinois,2009,44051
282,17093,Kendall County,Illinois,2009,32322
283,17095,Knox County,Illinois,2009,24019
284,17097,Lake County,Illinois,2009,251726
285,17099,LaSalle County,Illinois,2009,49175
286,17101,Lawrence County,Illinois,2009,7195
287,17103,Lee County,Illinois,2009,14823
288,17105,Livingston County,Illinois,2009,15708
289,17107,Logan County,Illinois,2009,12046
290,17109,McDonough County,Illinois,2009,14283
291,17111,McHenry County,Illinois,2009,113470
292,17113,McLean County,Illinois,2009,67864
293,17115,Macon County,Illinois,2009,52124
294,17117,Macoupin County,Illinois,2009,22167
295,17119,Madison County,Illinois,2009,117068
296,17121,Marion County,Illinois,2009,18491
297,17123,Marshall County,Illinois,2009,6143
298,17125,Mason County,Illinois,2009,7122
299,17127,Massac County,Illinois,2009,7201
300,17129,Menard County,Illinois,2009,5684
301,17131,Mercer County,Illinois,2009,7303
302,17133,Monroe County,Illinois,2009,12698
303,17135,Montgomery County,Illinois,2009,12732
304,17137,Morgan County,Illinois,2009,15686
305,17139,Moultrie County,Illinois,2009,6037
306,17141,Ogle County,Illinois,2009,21970
307,17143,Peoria County,Illinois,2009,82247
308,17145,Perry County,Illinois,2009,9796
309,17147,Piatt County,Illinois,2009,7236
310,17149,Pike County,Illinois,2009,8278
311,17151,Pope County,Illinois,2009,2404
312,17153,Pulaski County,Illinois,2009,3448
313,17155,Putnam County,Illinois,2009,3125
314,17157,Randolph County,Illinois,2009,13737
315,17159,Richland County,Illinois,2009,7745
316,17161,Rock Island County,Illinois,2009,65520
317,17163,St. Clair County,Illinois,2009,114284
318,17165,Saline County,Illinois,2009,12857
319,17167,Sangamon County,Illinois,2009,90234
320,17169,Schuyler County,Illinois,2009,3428
321,17171,Scott County,Illinois,2009,2557
322,17173,Shelby County,Illinois,2009,10426
323,17175,Stark County,Illinois,2009,2823
324,17177,Stephenson County,Illinois,2009,22214
325,17179,Tazewell County,Illinois,2009,56346
326,17181,Union County,Illinois,2009,8161
327,17183,Vermilion County,Illinois,2009,36827
328,17185,Wabash County,Illinois,2009,5884
329,17187,Warren County,Illinois,2009,7881
330,17189,Washington County,Illinois,2009,6723
331,17191,Wayne County,Illinois,2009,8257
332,17193,White County,Illinois,2009,7647
333,17195,Whiteside County,Illinois,2009,25608
334,17197,Will County,Illinois,2009,226543
335,17199,Williamson County,Illinois,2009,29657
336,17201,Winnebago County,Illinois,2009,124321
337,17203,Woodford County,Illinois,2009,14866
338,18001,Adams County,Indiana,2009,13165
339,18003,Allen County,Indiana,2009,152002
340,18005,Bartholomew County,Indiana,2009,31413
341,18007,Benton County,Indiana,2009,3900
342,18009,Blackford County,Indiana,2009,6425
343,18011,Boone County,Indiana,2009,21631
344,18013,Brown County,Indiana,2009,7964
345,18015,Carroll County,Indiana,2009,9350
346,18017,Cass County,Indiana,2009,17277
347,18019,Clark County,Indiana,2009,47488
348,18021,Clay County,Indiana,2009,11691
349,18023,Clinton County,Indiana,2009,13683
350,18025,Crawford County,Indiana,2009,5429
351,18027,Daviess County,Indiana,2009,12357
352,18029,Dearborn County,Indiana,2009,19975
353,18031,Decatur County,Indiana,2009,10813
354,18033,DeKalb County,Indiana,2009,17430
355,18035,Delaware County,Indiana,2009,52914
356,18037,Dubois County,Indiana,2009,16842
357,18039,Elkhart County,Indiana,2009,77294
358,18041,Fayette County,Indiana,2009,11323
359,18043,Floyd County,Indiana,2009,31411
360,01001,Autauga County,Alabama,2009,19882
361,01003,Baldwin County,Alabama,2009,99645
362,01005,Barbour County,Alabama,2009,12956
363,01007,Bibb County,Alabama,2009,8706
364,01009,Blount County,Alabama,2009,21935
365,01011,Bullock County,Alabama,2009,4850
366,01013,Butler County,Alabama,2009,10393
367,01015,Calhoun County,Alabama,2009,53553
368,01017,Chambers County,Alabama,2009,16846
369,01019,Cherokee County,Alabama,2009,14690
370,01021,Chilton County,Alabama,2009,18712
371,01023,Choctaw County,Alabama,2009,8109
372,01025,Clarke County,Alabama,2009,13086
373,01027,Clay County,Alabama,2009,6753
374,01029,Cleburne County,Alabama,2009,6462
375,01031,Coffee County,Alabama,2009,21817
376,01033,Colbert County,Alabama,2009,26322
377,01035,Conecuh County,Alabama,2009,7492
378,01037,Coosa County,Alabama,2009,6364
379,01039,Covington County,Alabama,2009,19127
380,01041,Crenshaw County,Alabama,2009,6886
381,01043,Cullman County,Alabama,2009,36646
382,01045,Dale County,Alabama,2009,22672
383,01047,Dallas County,Alabama,2009,20990
384,01049,DeKalb County,Alabama,2009,29255
385,01051,Elmore County,Alabama,2009,28829
386,01053,Escambia County,Alabama,2009,17024
387,01055,Etowah County,Alabama,2009,48304
388,01057,Fayette County,Alabama,2009,8789
389,01059,Franklin County,Alabama,2009,14113
390,01061,Geneva County,Alabama,2009,12481
391,01063,Greene County,Alabama,2009,5292
392,01065,Hale County,Alabama,2009,8265
393,01067,Henry County,Alabama,2009,8388
394,01069,Houston County,Alabama,2009,43362
395,01071,Jackson County,Alabama,2009,25218
396,01073,Jefferson County,Alabama,2009,307684
397,01075,Lamar County,Alabama,2009,7718
398,01077,Lauderdale County,Alabama,2009,42111
399,01079,Lawrence County,Alabama,2009,15562
400,01081,Lee County,Alabama,2009,60498
401,01083,Limestone County,Alabama,2009,28981
402,01085,Lowndes County,Alabama,2009,5919
403,01087,Macon County,Alabama,2009,10966
404,01089,Madison County,Alabama,2009,137964
405,01091,Marengo County,Alabama,2009,10450
406,01093,Marion County,Alabama,2009,14976
407,01095,Marshall County,Alabama,2009,38283
408,01097,Mobile County,Alabama,2009,178775
409,01099,Monroe County,Alabama,2009,11746
410,01101,Montgomery County,Alabama,2009,102059
411,01103,Morgan County,Alabama,2009,50268
412,01105,Perry County,Alabama,2009,5562
413,01107,Pickens County,Alabama,2009,9829
414,01109,Pike County,Alabama,2009,14895
415,01111,Randolph County,Alabama,2009,10618
416,01113,Russell County,Alabama,2009,25666
417,01115,St. Clair County,Alabama,2009,31099
418,01117,Shelby County,Alabama,2009,76523
419,01119,Sumter County,Alabama,2009,7181
420,01121,Talladega County,Alabama,2009,36310
421,01123,Tallapoosa County,Alabama,2009,21259
422,01125,Tuscaloosa County,Alabama,2009,81419
423,01127,Walker County,Alabama,2009,33644
424,01129,Washington County,Alabama,2009,8426
425,01131,Wilcox County,Alabama,2009,6443
426,01133,Winston County,Alabama,2009,12922
427,02013,Aleutians East Borough,Alaska,2009,581
428,02016,Aleutians West Census Area,Alaska,2009,1706
429,02020,Anchorage Municipality,Alaska,2009,110982
430,02050,Bethel Census Area,Alaska,2009,5548
431,02060,Bristol Bay Borough,Alaska,2009,828
432,02068,Denali Borough,Alaska,2009,1249
433,02070,Dillingham Census Area,Alaska,2009,2411
434,02090,Fairbanks North Star Borough,Alaska,2009,37720
435,02100,Haines Borough,Alaska,2009,1608
436,02105,Hoonah-Angoon Census Area,Alaska,2009,1785
437,02110,Juneau City and Borough,Alaska,2009,12842
438,02122,Kenai Peninsula Borough,Alaska,2009,25499
439,02130,Ketchikan Gateway Borough,Alaska,2009,6623
440,02150,Kodiak Island Borough,Alaska,2009,5593
441,02164,Lake and Peninsula Borough,Alaska,2009,1495
442,02170,Matanuska-Susitna Borough,Alaska,2009,28532
443,02180,Nome Census Area,Alaska,2009,3686
444,02185,North Slope Borough,Alaska,2009,2708
445,02188,Northwest Arctic Borough,Alaska,2009,2575
446,02195,Petersburg Census Area,Alaska,2009,2167
447,02198,Prince of Wales-Hyder Census Area,Alaska,2009,3138
448,02220,Sitka City and Borough,Alaska,2009,3934
449,02230,Skagway Municipality,Alaska,2009,535
450,02240,Southeast Fairbanks Census Area,Alaska,2009,3321
451,02261,Valdez-Cordova Census Area,Alaska,2009,5287
452,02270,Wade Hampton Census Area,Alaska,2009,2081
453,02275,Wrangell City and Borough,Alaska,2009,1343
454,02282,Yakutat City and Borough,Alaska,2009,383
455,02290,Yukon-Koyukuk Census Area,Alaska,2009,4026
456,04001,Apache County,Arizona,2009,32552
457,04003,Cochise County,Arizona,2009,57068
458,04005,Coconino County,Arizona,2009,59957
459,04007,Gila County,Arizona,2009,30573
460,04009,Graham County,Arizona,2009,12463
461,04011,Greenlee County,Arizona,2009,3812
462,04012,La Paz County,Arizona,2009,15846
463,04013,Maricopa County,Arizona,2009,1530720
464,04015,Mohave County,Arizona,2009,100428
465,04017,Navajo County,Arizona,2009,53655
466,04019,Pima County,Arizona,2009,419647
467,04021,Pinal County,Arizona,2009,133597
468,04023,Santa Cruz County,Arizona,2009,16727
469,04025,Yavapai County,Arizona,2009,103628
470,04027,Yuma County,Arizona,2009,86878
471,05001,Arkansas County,Arkansas,2009,9932
472,05003,Ashley County,Arkansas,2009,11076
473,05005,Baxter County,Arkansas,2009,21276
474,05007,Benton County,Arkansas,2009,83084
475,05009,Boone County,Arkansas,2009,16213
476,05011,Bradley County,Arkansas,2009,5998
477,05013,Calhoun County,Arkansas,2009,3158
478,05015,Carroll County,Arkansas,2009,12542
479,05017,Chicot County,Arkansas,2009,6188
480,05019,Clark County,Arkansas,2009,10765
481,05021,Clay County,Arkansas,2009,8735
482,05023,Cleburne County,Arkansas,2009,14708
483,05025,Cleveland County,Arkansas,2009,4031
484,05027,Columbia County,Arkansas,2009,11983
485,05029,Conway County,Arkansas,2009,9401
486,05031,Craighead County,Arkansas,2009,38971
487,05033,Crawford County,Arkansas,2009,23343
488,05035,Crittenden County,Arkansas,2009,22722
489,05037,Cross County,Arkansas,2009,8523
490,05039,Dallas County,Arkansas,2009,4533
491,05041,Desha County,Arkansas,2009,6907
492,05043,Drew County,Arkansas,2009,8860
493,05045,Faulkner County,Arkansas,2009,41895
494,05047,Franklin County,Arkansas,2009,8008
495,05049,Fulton County,Arkansas,2009,6272
496,05051,Garland County,Arkansas,2009,47052
497,05053,Grant County,Arkansas,2009,7527
498,05055,Greene County,Arkansas,2009,17800
499,05057,Hempstead County,Arkansas,2009,10687
500,05059,Hot Spring County,Arkansas,2009,13950
501,05061,Howard County,Arkansas,2009,6581
502,05063,Independence County,Arkansas,2009,15588
503,05065,Izard County,Arkansas,2009,6936
504,05067,Jackson County,Arkansas,2009,8169
505,05069,Jefferson County,Arkansas,2009,35755
506,05071,Johnson County,Arkansas,2009,10561
507,05073,Lafayette County,Arkansas,2009,4801
508,05075,Lawrence County,Arkansas,2009,8325
509,05077,Lee County,Arkansas,2009,5039
510,05079,Lincoln County,Arkansas,2009,5212
511,05081,Little River County,Arkansas,2009,6711
512,05083,Logan County,Arkansas,2009,10307
513,05085,Lonoke County,Arkansas,2009,25244
514,05087,Madison County,Arkansas,2009,6931
515,05089,Marion County,Arkansas,2009,8878
516,05091,Miller County,Arkansas,2009,19148
517,05093,Mississippi County,Arkansas,2009,22804
518,05095,Monroe County,Arkansas,2009,5271
519,05097,Montgomery County,Arkansas,2009,5338
520,05099,Nevada County,Arkansas,2009,5762
521,05101,Newton County,Arkansas,2009,4521
522,05103,Ouachita County,Arkansas,2009,13730
523,05105,Perry County,Arkansas,2009,4955
524,05107,Phillips County,Arkansas,2009,10969
525,05109,Pike County,Arkansas,2009,5822
526,05111,Poinsett County,Arkansas,2009,11556
527,05113,Polk County,Arkansas,2009,9678
528,05115,Pope County,Arkansas,2009,24673
529,05117,Prairie County,Arkansas,2009,4988
530,05119,Pulaski County,Arkansas,2009,174286
531,05121,Randolph County,Arkansas,2009,8797
532,05123,St. Francis County,Arkansas,2009,11714
533,05125,Saline County,Arkansas,2009,40025
534,05127,Scott County,Arkansas,2009,5156
535,05129,Searcy County,Arkansas,2009,4473
536,05131,Sebastian County,Arkansas,2009,52905
537,05133,Sevier County,Arkansas,2009,6692
538,05135,Sharp County,Arkansas,2009,9641
539,05137,Stone County,Arkansas,2009,6063
540,05139,Union County,Arkansas,2009,21274
541,05141,Van Buren County,Arkansas,2009,9685
542,05143,Washington County,Arkansas,2009,81599
543,05145,White County,Arkansas,2009,30154
544,05147,Woodruff County,Arkansas,2009,4215
545,05149,Yell County,Arkansas,2009,9664
546,06001,Alameda County,California,2009,563011
547,06003,Alpine County,California,2009,1752
548,06005,Amador County,California,2009,17238
549,06007,Butte County,California,2009,94743
550,06009,Calaveras County,California,2009,26905
551,06011,Colusa County,California,2009,7443
552,06013,Contra Costa County,California,2009,391260
553,06015,Del Norte County,California,2009,11053
554,06017,El Dorado County,California,2009,82227
555,06019,Fresno County,California,2009,302935
556,06021,Glenn County,California,2009,10677
557,06023,Humboldt County,California,2009,58962
558,06025,Imperial County,California,2009,52889
559,06027,Inyo County,California,2009,9131
560,06029,Kern County,California,2009,266880
561,06031,Kings County,California,2009,41547
562,06033,Lake County,California,2009,35070
563,06035,Lassen County,California,2009,12809
564,06037,Los Angeles County,California,2009,3370108
565,06039,Madera County,California,2009,48192
566,06041,Marin County,California,2009,108205
567,06043,Mariposa County,California,2009,9797
568,06045,Mendocino County,California,2009,38933
569,06047,Merced County,California,2009,82040
570,06049,Modoc County,California,2009,4874
571,06051,Mono County,California,2009,13381
572,06053,Monterey County,California,2009,139331
573,06055,Napa County,California,2009,53041
574,06057,Nevada County,California,2009,49626
575,06059,Orange County,California,2009,1028490
576,06061,Placer County,California,2009,143928
577,06063,Plumas County,California,2009,14875
578,06065,Riverside County,California,2009,749255
579,06067,Sacramento County,California,2009,545330
580,06069,San Benito County,California,2009,17814
581,06071,San Bernardino County,California,2009,676158
582,06073,San Diego County,California,2009,1131045
583,06075,San Francisco County,California,2009,358380
584,06077,San Joaquin County,California,2009,225025
585,06079,San Luis Obispo County,California,2009,115366
586,06081,San Mateo County,California,2009,266819
587,06083,Santa Barbara County,California,2009,151309
588,06085,Santa Clara County,California,2009,613681
589,06087,Santa Cruz County,California,2009,102986
590,06089,Shasta County,California,2009,76361
591,06091,Sierra County,California,2009,2272
592,06093,Siskiyou County,California,2009,23515
593,06095,Solano County,California,2009,149335
594,06097,Sonoma County,California,2009,196952
595,06099,Stanislaus County,California,2009,172450
596,06101,Sutter County,California,2009,32984
597,06103,Tehama County,California,2009,26231
598,06105,Trinity County,California,2009,8326
599,06107,Tulare County,California,2009,134831
600,06109,Tuolumne County,California,2009,30361
601,06111,Ventura County,California,2009,271565
602,06113,Yolo County,California,2009,71382
603,06115,Yuba County,California,2009,27596
604,08001,Adams County,Colorado,2009,159908
605,08003,Alamosa County,Colorado,2009,6495
606,08005,Arapahoe County,Colorado,2009,229072
607,08007,Archuleta County,Colorado,2009,8247
608,08009,Baca County,Colorado,2009,2441
609,08011,Bent County,Colorado,2009,2366
610,08013,Boulder County,Colorado,2009,123355
611,08014,Broomfield County,Colorado,2009,20140
612,08015,Chaffee County,Colorado,2009,9821
613,08017,Cheyenne County,Colorado,2009,958
614,08019,Clear Creek County,Colorado,2009,5459
615,08021,Conejos County,Colorado,2009,4297
616,08023,Costilla County,Colorado,2009,2319
617,08025,Crowley County,Colorado,2009,1592
618,08027,Custer County,Colorado,2009,3629
619,08029,Delta County,Colorado,2009,13243
620,08031,Denver County,Colorado,2009,274061
621,08033,Dolores County,Colorado,2009,1252
622,08035,Douglas County,Colorado,2009,97523
623,08037,Eagle County,Colorado,2009,26548
624,08039,Elbert County,Colorado,2009,8752
625,08041,El Paso County,Colorado,2009,242262
626,08043,Fremont County,Colorado,2009,19190
627,08045,Garfield County,Colorado,2009,21281
628,08047,Gilpin County,Colorado,2009,3399
629,08049,Grand County,Colorado,2009,14536
630,08051,Gunnison County,Colorado,2009,10723
