CAGDP2 Gross domestic product (GDP) by county 1
CAGDP2 Gross domestic product (GDP) by county 1
County
GeoFIPS,GeoName,2010
01001,"Autauga, AL",1073917
01003,"Baldwin, AL",4574013
01005,"Barbour, AL",623954
01007,"Bibb, AL",256440
01009,"Blount, AL",655728
01011,"Bullock, AL",174387
01013,"Butler, AL",460162
01015,"Calhoun, AL",3076518
01017,"Chambers, AL",565367
01019,"Cherokee, AL",360863
01021,"Chilton, AL",585749
01023,"Choctaw, AL",361323
01025,"Clarke, AL",579736
01027,"Clay, AL",224377
01029,"Cleburne, AL",197882
01031,"Coffee, AL",991264
01033,"Colbert, AL",1728601
01035,"Conecuh, AL",344230
01037,"Coosa, AL",129568
01039,"Covington, AL",914381
01041,"Crenshaw, AL",316495
01043,"Cullman, AL",1878827
01045,"Dale, AL",1591889
01047,"Dallas, AL",955697
01049,"DeKalb, AL",1417461
01051,"Elmore, AL",1355573
01053,"Escambia, AL",920137
01055,"Etowah, AL",2279756
01057,"Fayette, AL",406385
01059,"Franklin, AL",637982
01061,"Geneva, AL",388150
01063,"Greene, AL",221254
01065,"Hale, AL",222012
01067,"Henry, AL",251530
01069,"Houston, AL",3359808
01071,"Jackson, AL",1220167
01073,"Jefferson, AL",32484579
01075,"Lamar, AL",231179
01077,"Lauderdale, AL",1916449
01079,"Lawrence, AL",785696
01081,"Lee, AL",3008686
01083,"Limestone, AL",2200443
01085,"Lowndes, AL",399753
01087,"Macon, AL",216585
01089,"Madison, AL",14512254
01091,"Marengo, AL",528155
01093,"Marion, AL",635224
01095,"Marshall, AL",2156646
01097,"Mobile, AL",14375357
01099,"Monroe, AL",623752
01101,"Montgomery, AL",8379752
01103,"Morgan, AL",3933751
01105,"Perry, AL",171583
01107,"Pickens, AL",277429
01109,"Pike, AL",953827
01111,"Randolph, AL",318320
01113,"Russell, AL",1029358
01115,"St. Clair, AL",1217221
01117,"Shelby, AL",7442023
01119,"Sumter, AL",216365
01121,"Talladega, AL",2036269
01123,"Tallapoosa, AL",863295
01125,"Tuscaloosa, AL",6558801
01127,"Walker, AL",1670482
01129,"Washington, AL",757497
01131,"Wilcox, AL",326065
01133,"Winston, AL",522383
02013,"Aleutians East Borough, AK",111737
02016,"Aleutians West Census Area, AK",271440
02020,"Anchorage Municipality, AK",15998351
02050,"Bethel Census Area, AK",353555
02060,"Bristol Bay Borough, AK",93551
02063,"Chugach Census Area, AK*",(NA)
02066,"Copper River Census Area, AK*",(NA)
02068,"Denali Borough, AK",160036
02070,"Dillingham Census Area, AK",182775
02090,"Fairbanks North Star Borough, AK",4263839
02100,"Haines Borough, AK",75726
02105,"Hoonah-Angoon Census Area, AK*",34798
02110,"Juneau City and Borough, AK",1535350
02122,"Kenai Peninsula Borough, AK",2204372
02130,"Ketchikan Gateway Borough, AK*",607829
02150,"Kodiak Island Borough, AK",475310
02158,"Kusilvak Census Area, AK*",48369
02164,"Lake and Peninsula Borough, AK",47036
02170,"Matanuska-Susitna Borough, AK",1674656
02180,"Nome Census Area, AK",272343
02185,"North Slope Borough, AK",13191211
02188,"Northwest Arctic Borough, AK",621763
02195,"Petersburg Borough, AK*",125474
02198,"Prince of Wales-Hyder Census Area, AK*",120611
02201,"Prince of Wales-Outer Ketchikan Census Area, AK*",(NA)
02220,"Sitka City and Borough, AK",332294
02230,"Skagway Municipality, AK*",58437
02232,"Skagway-Hoonah-Angoon Census Area, AK*",(NA)
02240,"Southeast Fairbanks Census Area, AK",689484
02261,"Valdez-Cordova Census Area, AK*",452625
02275,"Wrangell City and Borough, AK*",44391
02280,"Wrangell-Petersburg Census Area, AK*",(NA)
02282,"Yakutat City and Borough, AK*",21629
02290,"Yukon-Koyukuk Census Area, AK",271088
04001,"Apache, AZ",1656050
04003,"Cochise, AZ",2550941
04005,"Coconino, AZ",4607064
04007,"Gila, AZ",1660156
04009,"Graham, AZ",505575
04011,"Greenlee, AZ",1438711
04012,"La Paz, AZ",428351
04013,"Maricopa, AZ",152696266
04015,"Mohave, AZ",3821731
04017,"Navajo, AZ",2050023
04019,"Pima, AZ",27693946
04021,"Pinal, AZ",4815539
04023,"Santa Cruz, AZ",1009730
