CAGDP2 Gross domestic product (GDP) by county 1
CAGDP2 Gross domestic product (GDP) by county 1
County
GeoFIPS,GeoName,2013
01001,"Autauga, AL",1292184
01003,"Baldwin, AL",5116926
01005,"Barbour, AL",698374
01007,"Bibb, AL",288194
01009,"Blount, AL",740210
01011,"Bullock, AL",183589
01013,"Butler, AL",505845
01015,"Calhoun, AL",3082069
01017,"Chambers, AL",685971
01019,"Cherokee, AL",449937
01021,"Chilton, AL",759283
01023,"Choctaw, AL",535764
01025,"Clarke, AL",700007
01027,"Clay, AL",251459
01029,"Cleburne, AL",228549
01031,"Coffee, AL",1040049
01033,"Colbert, AL",2239669
01035,"Conecuh, AL",485945
01037,"Coosa, AL",146025
01039,"Covington, AL",1014149
01041,"Crenshaw, AL",411672
01043,"Cullman, AL",2248437
01045,"Dale, AL",1633073
01047,"Dallas, AL",1062497
01049,"DeKalb, AL",1601211
01051,"Elmore, AL",1445555
01053,"Escambia, AL",990087
01055,"Etowah, AL",2428876
01057,"Fayette, AL",320299
01059,"Franklin, AL",798800
01061,"Geneva, AL",423277
01063,"Greene, AL",239018
01065,"Hale, AL",237849
01067,"Henry, AL",310338
01069,"Houston, AL",3795945
01071,"Jackson, AL",1322730
01073,"Jefferson, AL",35256630
01075,"Lamar, AL",274898
01077,"Lauderdale, AL",2166401
01079,"Lawrence, AL",627632
01081,"Lee, AL",3678947
01083,"Limestone, AL",2517941
01085,"Lowndes, AL",415666
01087,"Macon, AL",259269
01089,"Madison, AL",15533347
01091,"Marengo, AL",578396
01093,"Marion, AL",711950
01095,"Marshall, AL",2621480
01097,"Mobile, AL",15820716
01099,"Monroe, AL",585964
01101,"Montgomery, AL",9142533
01103,"Morgan, AL",4199931
01105,"Perry, AL",185052
01107,"Pickens, AL",348652
01109,"Pike, AL",964873
01111,"Randolph, AL",389757
01113,"Russell, AL",1126040
01115,"St. Clair, AL",1565446
01117,"Shelby, AL",8578709
01119,"Sumter, AL",262928
01121,"Talladega, AL",2457882
01123,"Tallapoosa, AL",983174
01125,"Tuscaloosa, AL",7588936
01127,"Walker, AL",1550646
01129,"Washington, AL",727059
01131,"Wilcox, AL",329907
01133,"Winston, AL",611045
02013,"Aleutians East Borough, AK",120211
02016,"Aleutians West Census Area, AK",341660
02020,"Anchorage Municipality, AK",16766015
02050,"Bethel Census Area, AK",443509
02060,"Bristol Bay Borough, AK",99117
02063,"Chugach Census Area, AK*",(NA)
02066,"Copper River Census Area, AK*",(NA)
02068,"Denali Borough, AK",213567
02070,"Dillingham Census Area, AK",190257
02090,"Fairbanks North Star Borough, AK",3716433
02100,"Haines Borough, AK",83754
02105,"Hoonah-Angoon Census Area, AK*",55784
02110,"Juneau City and Borough, AK",1594061
02122,"Kenai Peninsula Borough, AK",2427919
02130,"Ketchikan Gateway Borough, AK*",662057
02150,"Kodiak Island Borough, AK",561821
02158,"Kusilvak Census Area, AK*",57498
02164,"Lake and Peninsula Borough, AK",56965
02170,"Matanuska-Susitna Borough, AK",1919243
02180,"Nome Census Area, AK",263011
02185,"North Slope Borough, AK",13956375
02188,"Northwest Arctic Borough, AK",513988
02195,"Petersburg Borough, AK*",136486
02198,"Prince of Wales-Hyder Census Area, AK*",162798
02201,"Prince of Wales-Outer Ketchikan Census Area, AK*",(NA)
02220,"Sitka City and Borough, AK",396115
02230,"Skagway Municipality, AK*",76088
02232,"Skagway-Hoonah-Angoon Census Area, AK*",(NA)
02240,"Southeast Fairbanks Census Area, AK",524363
02261,"Valdez-Cordova Census Area, AK*",1910661
02275,"Wrangell City and Borough, AK*",60081
02280,"Wrangell-Petersburg Census Area, AK*",(NA)
02282,"Yakutat City and Borough, AK*",29881
02290,"Yukon-Koyukuk Census Area, AK",196139
04001,"Apache, AZ",1795227
04003,"Cochise, AZ",2481100
04005,"Coconino, AZ",5157642
04007,"Gila, AZ",1588506
04009,"Graham, AZ",508700
04011,"Greenlee, AZ",1443231
04012,"La Paz, AZ",461441
04013,"Maricopa, AZ",174423424
04015,"Mohave, AZ",4200827
04017,"Navajo, AZ",2171848
04019,"Pima, AZ",29236305
04021,"Pinal, AZ",5693871
04023,"Santa Cruz, AZ",1119845
04025,"Yavapai, AZ",4977449
04027,"Yuma, AZ",4844588
05001,"Arkansas, AR",960880
05003,"Ashley, AR",807777
05005,"Baxter, AR",1023456
05007,"Benton, AR",10939752
05009,"Boone, AR",919239
05011,"Bradley, AR",255038
05013,"Calhoun, AR",264844
05015,"Carroll, AR",662713
05017,"Chicot, AR",268649
05019,"Clark, AR",617417
05021,"Clay, AR",355182
05023,"Cleburne, AR",769867
05025,"Cleveland, AR",102853
05027,"Columbia, AR",770891
05029,"Conway, AR",865899
05031,"Craighead, AR",3479822
05033,"Crawford, AR",1460728
05035,"Crittenden, AR",1353477
05037,"Cross, AR",407752
05039,"Dallas, AR",185501
05041,"Desha, AR",512010
05043,"Drew, AR",456242
05045,"Faulkner, AR",3259701
05047,"Franklin, AR",355972
05049,"Fulton, AR",139999
05051,"Garland, AR",2655205
05053,"Grant, AR",305486
05055,"Greene, AR",1246117
05057,"Hempstead, AR",728952
05059,"Hot Spring, AR",729185
05061,"Howard, AR",533037
05063,"Independence, AR",1640432
05065,"Izard, AR",231937
05067,"Jackson, AR",531533
05069,"Jefferson, AR",2835756
05071,"Johnson, AR",670591
05073,"Lafayette, AR",151071
05075,"Lawrence, AR",375148
05077,"Lee, AR",165718
05079,"Lincoln, AR",216580
05081,"Little River, AR",472741
05083,"Logan, AR",435125
05085,"Lonoke, AR",1130825
05087,"Madison, AR",290283
05089,"Marion, AR",347624
05091,"Miller, AR",1084184
05093,"Mississippi, AR",1971990
05095,"Monroe, AR",233282
05097,"Montgomery, AR",130938
05099,"Nevada, AR",206862
05101,"Newton, AR",75425
05103,"Ouachita, AR",534374
05105,"Perry, AR",121468
05107,"Phillips, AR",456002
05109,"Pike, AR",184210
05111,"Poinsett, AR",511519
05113,"Polk, AR",417929
05115,"Pope, AR",2353138
05117,"Prairie, AR",193060
05119,"Pulaski, AR",20510817
05121,"Randolph, AR",335295
05123,"St. Francis, AR",571311
05125,"Saline, AR",1803177
05127,"Scott, AR",223135
05129,"Searcy, AR",112533
05131,"Sebastian, AR",5579255
05133,"Sevier, AR",375125
05135,"Sharp, AR",265903
05137,"Stone, AR",179124
05139,"Union, AR",2254183
05141,"Van Buren, AR",689627
05143,"Washington, AR",7537408
05145,"White, AR",2194000
05147,"Woodruff, AR",224172
05149,"Yell, AR",457937
06001,"Alameda, CA",88342534
06003,"Alpine, CA",72533
06005,"Amador, CA",978599
06007,"Butte, CA",6463196
06009,"Calaveras, CA",835240
06011,"Colusa, CA",1173224
06013,"Contra Costa, CA",58019513
06015,"Del Norte, CA",421020
06017,"El Dorado, CA",5193688
06019,"Fresno, CA",29699821
06021,"Glenn, CA",924498
06023,"Humboldt, CA",3781585
06025,"Imperial, CA",5408786
06027,"Inyo, CA",737603
06029,"Kern, CA",40781623
06031,"Kings, CA",3116812
06033,"Lake, CA",1389044
06035,"Lassen, CA",434782
06037,"Los Angeles, CA",539191675
06039,"Madera, CA",4489111
06041,"Marin, CA",16609055
06043,"Mariposa, CA",383991
06045,"Mendocino, CA",2467143
06047,"Merced, CA",6291438
06049,"Modoc, CA",222132
06051,"Mono, CA",616680
06053,"Monterey, CA",18401309
06055,"Napa, CA",7720063
06057,"Nevada, CA",3331264
06059,"Orange, CA",186399646
06061,"Placer, CA",15864859
06063,"Plumas, CA",662378
06065,"Riverside, CA",57126247
06067,"Sacramento, CA",52291048
06069,"San Benito, CA",1555935
06071,"San Bernardino, CA",57268753
06073,"San Diego, CA",149284008
06075,"San Francisco, CA",105289250
06077,"San Joaquin, CA",20593233
06079,"San Luis Obispo, CA",12365073
06081,"San Mateo, CA",79342218
06083,"Santa Barbara, CA",19921792
06085,"Santa Clara, CA",202901350
06087,"Santa Cruz, CA",10586015
06089,"Shasta, CA",5435094
06091,"Sierra, CA",57416
