CAGDP2 Gross domestic product (GDP) by county 1
CAGDP2 Gross domestic product (GDP) by county 1
County
GeoFIPS,GeoName,2001
01001,"Autauga, AL",664472
01003,"Baldwin, AL",2747962
01005,"Barbour, AL",553608
01007,"Bibb, AL",161083
01009,"Blount, AL",535973
01011,"Bullock, AL",140416
01013,"Butler, AL",315883
01015,"Calhoun, AL",2126028
01017,"Chambers, AL",634407
01019,"Cherokee, AL",257864
01021,"Chilton, AL",428205
01023,"Choctaw, AL",484343
01025,"Clarke, AL",453821
01027,"Clay, AL",213926
01029,"Cleburne, AL",218803
01031,"Coffee, AL",680993
01033,"Colbert, AL",1098788
01035,"Conecuh, AL",204788
01037,"Coosa, AL",119641
01039,"Covington, AL",685886
01041,"Crenshaw, AL",188293
01043,"Cullman, AL",1464327
01045,"Dale, AL",807729
01047,"Dallas, AL",852012
01049,"DeKalb, AL",1262255
01051,"Elmore, AL",731977
01053,"Escambia, AL",737928
01055,"Etowah, AL",1824224
01057,"Fayette, AL",242181
01059,"Franklin, AL",505441
01061,"Geneva, AL",302965
01063,"Greene, AL",172666
01065,"Hale, AL",159407
01067,"Henry, AL",222724
01069,"Houston, AL",2657361
01071,"Jackson, AL",1016232
01073,"Jefferson, AL",25478014
01075,"Lamar, AL",252291
01077,"Lauderdale, AL",1412552
01079,"Lawrence, AL",478753
01081,"Lee, AL",1655480
01083,"Limestone, AL",1541322
01085,"Lowndes, AL",245819
01087,"Macon, AL",130515
01089,"Madison, AL",8767357
01091,"Marengo, AL",410909
01093,"Marion, AL",533438
01095,"Marshall, AL",1741654
01097,"Mobile, AL",9767751
01099,"Monroe, AL",572409
01101,"Montgomery, AL",6377959
01103,"Morgan, AL",2871416
01105,"Perry, AL",110859
01107,"Pickens, AL",231756
01109,"Pike, AL",553507
01111,"Randolph, AL",261485
01113,"Russell, AL",762345
01115,"St. Clair, AL",829214
01117,"Shelby, AL",3983520
01119,"Sumter, AL",171174
01121,"Talladega, AL",1510306
01123,"Tallapoosa, AL",681256
01125,"Tuscaloosa, AL",4164811
01127,"Walker, AL",1063052
01129,"Washington, AL",516997
01131,"Wilcox, AL",250299
01133,"Winston, AL",488976
02013,"Aleutians East Borough, AK",118555
02016,"Aleutians West Census Area, AK",197190
02020,"Anchorage Municipality, AK",9871900
02050,"Bethel Census Area, AK",228895
02060,"Bristol Bay Borough, AK",45968
02063,"Chugach Census Area, AK*",(NA)
02066,"Copper River Census Area, AK*",(NA)
02068,"Denali Borough, AK",94680
02070,"Dillingham Census Area, AK",113750
02090,"Fairbanks North Star Borough, AK",2883026
02100,"Haines Borough, AK",49200
02105,"Hoonah-Angoon Census Area, AK*",(NA)
02110,"Juneau City and Borough, AK",788206
02122,"Kenai Peninsula Borough, AK",1467722
02130,"Ketchikan Gateway Borough, AK*",414461
02150,"Kodiak Island Borough, AK",333428
02158,"Kusilvak Census Area, AK*",32294
02164,"Lake and Peninsula Borough, AK",36209
02170,"Matanuska-Susitna Borough, AK",851532
02180,"Nome Census Area, AK",137541
02185,"North Slope Borough, AK",3514202
02188,"Northwest Arctic Borough, AK",247378
02195,"Petersburg Borough, AK*",(NA)
02198,"Prince of Wales-Hyder Census Area, AK*",(NA)
02201,"Prince of Wales-Outer Ketchikan Census Area, AK*",83512
02220,"Sitka City and Borough, AK",221581
02230,"Skagway Municipality, AK*",(NA)
02232,"Skagway-Hoonah-Angoon Census Area, AK*",79381
02240,"Southeast Fairbanks Census Area, AK",201632
02261,"Valdez-Cordova Census Area, AK*",329804
02275,"Wrangell City and Borough, AK*",(NA)
02280,"Wrangell-Petersburg Census Area, AK*",179875
02282,"Yakutat City and Borough, AK*",15234
02290,"Yukon-Koyukuk Census Area, AK",202148
04001,"Apache, AZ",890891
04003,"Cochise, AZ",1541922
04005,"Coconino, AZ",2909461
04007,"Gila, AZ",745307
04009,"Graham, AZ",268482
04011,"Greenlee, AZ",405701
04012,"La Paz, AZ",278831
04013,"Maricopa, AZ",110016795
04015,"Mohave, AZ",2520000
04017,"Navajo, AZ",1446018
04019,"Pima, AZ",20495384
04021,"Pinal, AZ",2317595
04023,"Santa Cruz, AZ",746249
04025,"Yavapai, AZ",2913081
