CAGDP2 Gross domestic product (GDP) by county 1
CAGDP2 Gross domestic product (GDP) by county 1
County
GeoFIPS,GeoName,2012
01001,"Autauga, AL",1367097
01003,"Baldwin, AL",4734251
01005,"Barbour, AL",594398
01007,"Bibb, AL",276425
01009,"Blount, AL",720618
01011,"Bullock, AL",198577
01013,"Butler, AL",487470
01015,"Calhoun, AL",3066678
01017,"Chambers, AL",636819
01019,"Cherokee, AL",404711
01021,"Chilton, AL",696407
01023,"Choctaw, AL",515713
01025,"Clarke, AL",648966
01027,"Clay, AL",222172
01029,"Cleburne, AL",209215
01031,"Coffee, AL",1000530
01033,"Colbert, AL",1954109
01035,"Conecuh, AL",448303
01037,"Coosa, AL",129841
01039,"Covington, AL",949670
01041,"Crenshaw, AL",371780
01043,"Cullman, AL",2023351
01045,"Dale, AL",1500692
01047,"Dallas, AL",1019957
01049,"DeKalb, AL",1355654
01051,"Elmore, AL",1415013
01053,"Escambia, AL",948959
01055,"Etowah, AL",2323900
01057,"Fayette, AL",378689
01059,"Franklin, AL",752347
01061,"Geneva, AL",382637
01063,"Greene, AL",236478
01065,"Hale, AL",229612
01067,"Henry, AL",271492
01069,"Houston, AL",3558242
01071,"Jackson, AL",1247317
01073,"Jefferson, AL",35457218
01075,"Lamar, AL",271430
01077,"Lauderdale, AL",2090280
01079,"Lawrence, AL",693746
01081,"Lee, AL",3575995
01083,"Limestone, AL",2414122
01085,"Lowndes, AL",413850
01087,"Macon, AL",223592
01089,"Madison, AL",14905042
01091,"Marengo, AL",544889
01093,"Marion, AL",689831
01095,"Marshall, AL",2402245
01097,"Mobile, AL",15422270
01099,"Monroe, AL",547782
01101,"Montgomery, AL",8836295
01103,"Morgan, AL",4004729
01105,"Perry, AL",170206
01107,"Pickens, AL",299464
01109,"Pike, AL",947064
01111,"Randolph, AL",314274
01113,"Russell, AL",1053838
01115,"St. Clair, AL",1542845
01117,"Shelby, AL",8010352
01119,"Sumter, AL",251344
01121,"Talladega, AL",2319183
01123,"Tallapoosa, AL",993692
01125,"Tuscaloosa, AL",7575406
01127,"Walker, AL",1549934
01129,"Washington, AL",679587
01131,"Wilcox, AL",288226
01133,"Winston, AL",551743
02013,"Aleutians East Borough, AK",101061
02016,"Aleutians West Census Area, AK",316412
02020,"Anchorage Municipality, AK",16639690
02050,"Bethel Census Area, AK",408574
02060,"Bristol Bay Borough, AK",86248
02063,"Chugach Census Area, AK*",(NA)
02066,"Copper River Census Area, AK*",(NA)
02068,"Denali Borough, AK",155221
02070,"Dillingham Census Area, AK",179886
02090,"Fairbanks North Star Borough, AK",3627823
02100,"Haines Borough, AK",73651
02105,"Hoonah-Angoon Census Area, AK*",46384
02110,"Juneau City and Borough, AK",1547822
02122,"Kenai Peninsula Borough, AK",2251856
02130,"Ketchikan Gateway Borough, AK*",619355
02150,"Kodiak Island Borough, AK",516170
02158,"Kusilvak Census Area, AK*",53884
02164,"Lake and Peninsula Borough, AK",49662
02170,"Matanuska-Susitna Borough, AK",1873622
02180,"Nome Census Area, AK",248873
02185,"North Slope Borough, AK",15831975
02188,"Northwest Arctic Borough, AK",513464
02195,"Petersburg Borough, AK*",135206
02198,"Prince of Wales-Hyder Census Area, AK*",134538
02201,"Prince of Wales-Outer Ketchikan Census Area, AK*",(NA)
02220,"Sitka City and Borough, AK",361383
02230,"Skagway Municipality, AK*",73461
02232,"Skagway-Hoonah-Angoon Census Area, AK*",(NA)
02240,"Southeast Fairbanks Census Area, AK",519791
02261,"Valdez-Cordova Census Area, AK*",1414311
02275,"Wrangell City and Borough, AK*",48657
02280,"Wrangell-Petersburg Census Area, AK*",(NA)
02282,"Yakutat City and Borough, AK*",23684
02290,"Yukon-Koyukuk Census Area, AK",289783
04001,"Apache, AZ",1677370
04003,"Cochise, AZ",2479328
04005,"Coconino, AZ",4863562
04007,"Gila, AZ",1530725
04009,"Graham, AZ",655672
04011,"Greenlee, AZ",1476436
04012,"La Paz, AZ",426069
04013,"Maricopa, AZ",170367301
04015,"Mohave, AZ",3942407
04017,"Navajo, AZ",2207275
04019,"Pima, AZ",29457435
04021,"Pinal, AZ",5719869
04023,"Santa Cruz, AZ",1106986
04025,"Yavapai, AZ",4731742
04027,"Yuma, AZ",4313884
05001,"Arkansas, AR",838265
05003,"Ashley, AR",778625
05005,"Baxter, AR",975083
05007,"Benton, AR",9969530
05009,"Boone, AR",920192
05011,"Bradley, AR",246972
05013,"Calhoun, AR",241370
05015,"Carroll, AR",587969
05017,"Chicot, AR",259116
05019,"Clark, AR",565457
05021,"Clay, AR",330687
05023,"Cleburne, AR",758602
05025,"Cleveland, AR",89967
05027,"Columbia, AR",772644
05029,"Conway, AR",852039
05031,"Craighead, AR",3266816
05033,"Crawford, AR",1399366
05035,"Crittenden, AR",1208246
05037,"Cross, AR",366816
05039,"Dallas, AR",174279
05041,"Desha, AR",462532
05043,"Drew, AR",434245
05045,"Faulkner, AR",3257742
05047,"Franklin, AR",340199
05049,"Fulton, AR",137833
05051,"Garland, AR",2609830
05053,"Grant, AR",284670
05055,"Greene, AR",1238468
05057,"Hempstead, AR",594533
05059,"Hot Spring, AR",734739
05061,"Howard, AR",462832
05063,"Independence, AR",1526524
05065,"Izard, AR",214005
05067,"Jackson, AR",478621
05069,"Jefferson, AR",2673105
05071,"Johnson, AR",555808
05073,"Lafayette, AR",153724
05075,"Lawrence, AR",325950
05077,"Lee, AR",165690
05079,"Lincoln, AR",162719
05081,"Little River, AR",479753
05083,"Logan, AR",440751
05085,"Lonoke, AR",1018530
